"cell","ttype","ttype_sub","layer"
"SM-GE4QF_S085_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE4QF_S089_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4QF_S095_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4QF_S090_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4QF_S012_E1-50","Lamp5","Lamp5 Lsp1","4"
"SM-GE4QF_S096_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE4QF_S007_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4QF_S091_E1-50","Sst","Sst Tac1 Tacr3","4"
"SM-GE4QF_S010_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4QF_S013_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S112_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S133_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S116_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S134_E1-50","Sst","Sst Tac1 Htr1d","5"
"SM-GE5QL_S113_E1-50","Serpinf1","Serpinf1 Clrn1","2/3"
"SM-GE5QL_S123_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S114_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5QL_S115_E1-50","Vip","Vip Crispld2 Htr2c","1"
"SM-GE5QL_S124_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5QL_S117_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE5QL_S118_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE5QL_S135_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE5QL_S136_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5QL_S129_E1-50","Sst","Sst Esm1","6"
"SM-GE5QL_S119_E1-50","Vip","Vip Arhgap36 Hmcn1","6"
"SM-GE5QL_S126_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S120_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE5QL_S137_E1-50","Vip","Vip Lmo1 Myl1","4"
"SM-GE5QL_S138_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5QL_S127_E1-50","Sst","Sst Esm1","5"
"SM-GE5QL_S139_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S128_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE5QL_S121_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE5QL_S140_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5QL_S122_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5QL_S132_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5QL_S148_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5QL_S154_E1-50","Pvalb","Pvalb Reln Itm2a","6"
"SM-GE5QL_S155_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5QL_S149_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5QL_S143_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5QL_S144_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5QL_S156_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE5QL_S157_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE5QL_S158_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5QL_S145_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5QL_S146_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5QL_S147_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE5QL_S153_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5QL_S159_E1-50","Sst","Sst Esm1","5"
"SM-GE5QL_S167_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE5QL_S160_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5QL_S168_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5QL_S161_E1-50","Sst","Sst Esm1","6"
"SM-GE5QL_S169_E1-50","Sst","Sst Crh 4930553C11Rik ","5"
"SM-GE5QL_S172_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S170_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5QL_S173_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5QL_S171_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5QL_S163_E1-50","Sst","Sst Esm1","6"
"SM-GE5QL_S174_E1-50","Sst","Sst Chodl","5"
"SM-GE5QL_S164_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5QL_S165_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5QL_S175_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5QL_S188_E1-50","Sst","Sst Tac1 Htr1d","5"
"SM-GE5QL_S183_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5QL_S189_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5QL_S184_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5QL_S178_E1-50","Sncg","Sncg Vip Nptx2","5"
"SM-GE5QE_S038_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5QE_S033_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5QE_S034_E1-50","Sst","Sst Hpse Cbln4","6"
"SM-GE5QE_S032_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE5QE_S039_E1-50","Sst","Sst Nts","6"
"SM-GE5QE_S041_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5QE_S037_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5QE_S042_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5QE_S069_E1-50","Sst","Sst Esm1","5"
"SM-GE5QE_S064_E1-50","Sst","Sst Esm1","5"
"SM-GE5QE_S070_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5QE_S067_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5QE_S065_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5QE_S068_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE5QE_S079_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5QE_S087_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4S3_S102_E1-50","Sst","Sst Esm1","6"
"SM-GE5QE_S075_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5QE_S076_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE4S3_S103_E1-50","Sst","Sst Esm1","6"
"SM-GE5QE_S088_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE5QE_S084_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4S3_S104_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4S3_S100_E1-50","Sst","Sst Hpse Cbln4","2/3"
"SM-GE4S3_S123_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4S3_S127_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE4S3_S139_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4S3_S140_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4S3_S176_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4RV_S123_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4RV_S121_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4RV_S128_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RV_S135_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RV_S136_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RV_S129_E1-50","Sncg","Sncg Vip Nptx2","1"
"SM-GE4RV_S137_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE4RV_S158_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RV_S159_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RV_S165_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RV_S166_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RV_S154_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4RV_S167_E1-50","Sncg","Sncg Vip Itih5","1"
"SM-GE4RV_S147_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4RV_S148_E1-50","Sncg","Sncg Vip Nptx2","1"
"SM-GE4RV_S161_E1-50","Sncg","Sncg Slc17a8","2/3"
"SM-GE4RV_S162_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RV_S163_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RV_S171_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4RV_S164_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RV_S168_E1-50","Sncg","Sncg Slc17a8","5"
"SM-GE4RV_S172_E1-50","Sncg","Sncg Gpr50","1"
"SM-GE4RV_S173_E1-50","Sncg","Sncg Vip Itih5","1"
"SM-GE4RV_S169_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RV_S174_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4RV_S170_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RV_S175_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4RV_S176_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4S1_S139_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4S1_S133_E1-50","Sncg","Sncg Gpr50","1"
"SM-GE4S1_S146_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4S1_S134_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4S1_S140_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4S1_S135_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE4S1_S147_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4S1_S141_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4S1_S148_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4S1_S136_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4S1_S137_E1-50","Sncg","Sncg Gpr50","4"
"SM-GE4S1_S142_E1-50","Serpinf1","Serpinf1 Clrn1","6"
"SM-GE4S1_S149_E1-50","Sncg","Sncg Gpr50","1"
"SM-GE4S1_S143_E1-50","Sncg","Sncg Vip Itih5","4"
"SM-GE4S1_S138_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4S1_S150_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","5"
"SM-GE4S1_S144_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4S1_S145_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4S1_S151_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4S1_S152_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4S1_S183_E1-50","Sncg","Sncg Gpr50","6"
"SM-GE4S1_S169_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE4S1_S184_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4S1_S185_E1-50","Sncg","Sncg Vip Itih5","4"
"SM-GE4S1_S170_E1-50","Sncg","Sncg Vip Nptx2","1"
"SM-GE4S1_S186_E1-50","Sncg","Sncg Gpr50","5"
"SM-GE4RN_S043_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RN_S050_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4RN_S067_E1-50","Sncg","Sncg Vip Itih5","4"
"SM-GE4RN_S046_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S045_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RN_S047_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4RN_S068_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4RN_S051_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S052_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S054_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE4RN_S048_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S055_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4RN_S053_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RN_S069_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4RN_S056_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RN_S049_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S066_E1-50","Sncg","Sncg Gpr50","5"
"SM-GE4RN_S070_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RN_S071_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RN_S080_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S072_E1-50","Vip","Vip Lmo1 Fam159b","5"
"SM-GE4RN_S073_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RN_S074_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S083_E1-50","Sncg","Sncg Slc17a8","1"
"SM-GE4RN_S076_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RN_S077_E1-50","Sncg","Sncg Slc17a8","2/3"
"SM-GE4RN_S082_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE4RN_S078_E1-50","Sncg","Sncg Vip Itih5","1"
"SM-GE4RN_S079_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4RN_S094_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4RN_S085_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S088_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4RN_S095_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RS_S003_E1-50","Vip","Vip Col15a1 Pde1a","4"
"SM-GE4RN_S096_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4RN_S086_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4RS_S004_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S089_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4RS_S008_E1-50","Sncg","Sncg Gpr50","5"
"SM-GE4RN_S087_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE4RS_S005_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RN_S090_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4RS_S007_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S020_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RS_S024_E1-50","Serpinf1","Serpinf1 Clrn1","6"
"SM-GE4RS_S028_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RS_S012_E1-50","Sncg","Sncg Vip Nptx2","5"
"SM-GE4RS_S025_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4RS_S013_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE4RS_S022_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RS_S023_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RS_S029_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE4RS_S017_E1-50","Sst","Sst Esm1","6"
"SM-GE4RS_S019_E1-50","Sst","Sst Calb2 Pdlim5","6"
"SM-GE4RS_S026_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE4RS_S014_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4RS_S015_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE4RS_S031_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE4RS_S032_E1-50","Sst","Sst Crh 4930553C11Rik ","5"
"SM-GE4RS_S045_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE4RS_S041_E1-50","Sncg","Sncg Gpr50","6"
"SM-GE4RS_S042_E1-50","Sncg","Sncg Slc17a8","4"
"SM-GE4RS_S043_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE4RS_S055_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE4RS_S052_E1-50","Sst","Sst Myh8 Fibin","5"
"SM-GE4RS_S067_E1-50","Sst","Sst Chrna2 Ptgdr","5"
"SM-GE4RS_S072_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE4RS_S056_E1-50","Sst","Sst Esm1","6"
"SM-GE4RS_S068_E1-50","Sst","Sst Esm1","6"
"SM-GE4RS_S062_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE4RS_S063_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE4RS_S069_E1-50","Sst","Sst Esm1","5"
"SM-GE4RS_S064_E1-50","Sst","Sst Chrna2 Ptgdr","5"
"SM-GE4RS_S057_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4RS_S081_E1-50","Sst","Sst Esm1","5"
"SM-GE4RS_S073_E1-50","Sst","Sst Tac2 Myh4","6"
"SM-GE4RS_S082_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S074_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE4RS_S088_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE4RS_S083_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S089_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE4RS_S084_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4RS_S090_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE4RS_S085_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE4RS_S104_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S105_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S110_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4RS_S107_E1-50","Sst","Sst Esm1","6"
"SM-GE4RS_S106_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE4RS_S103_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE4RS_S111_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S108_E1-50","Sst","Sst Calb2 Pdlim5","1"
"SM-GE4RS_S122_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S127_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4RS_S123_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE4RS_S118_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE4RS_S131_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4RS_S128_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4RS_S132_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4RS_S124_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4RS_S133_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE4RS_S119_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S129_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4RS_S145_E1-50","Pvalb","Pvalb Vipr2","2/3"
"SM-GE4RS_S134_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4RS_S146_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE4RS_S147_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4RS_S151_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4RS_S153_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE4RS_S154_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4RS_S155_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4RS_S135_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE4RS_S136_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE4RI_S176_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4RI_S180_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RI_S181_E1-50","Lamp5","Lamp5 Lhx6","5"
"SM-GE4RI_S182_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RI_S172_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RI_S173_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RI_S183_E1-50","Pvalb","Pvalb Tpbg","1"
"SM-GE4RI_S186_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RI_S189_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RI_S184_E1-50","Lamp5","Lamp5 Lhx6","6"
"SM-GE4RI_S174_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RI_S188_E1-50","Pvalb","Pvalb Vipr2","1"
"SM-GE4RI_S190_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GBMG3_S016_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GBMG3_S011_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S017_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GBMG3_S013_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GBMG3_S014_E1-50","Sst","Sst Tac1 Tacr3","4"
"SM-GBMG3_S019_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GBMG3_S021_E1-50","Sst","Sst Chodl","5"
"SM-GBMG3_S015_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GBMG3_S012_E1-50","Pvalb","Pvalb Vipr2","2/3"
"SM-GBMG3_S028_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S029_E1-50","Lamp5","Lamp5 Krt73","2/3"
"SM-GBMG3_S031_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GBMG3_S032_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GBMG3_S037_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S033_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GBMG3_S035_E1-50","Sst","Sst Chodl","6"
"SM-GBMG3_S039_E1-50","Sst","Sst Chodl","1"
"SM-GBMG3_S036_E1-50","Sst","Sst Chodl","6"
"SM-GBMG3_S049_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S044_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S050_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S045_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S047_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S056_E1-50","Lamp5","Lamp5 Lhx6","6"
"SM-GBMG3_S046_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S057_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S048_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S058_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GBMG3_S065_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GBMG3_S062_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GBMG3_S063_E1-50","Lamp5","Lamp5 Lhx6","2/3"
"SM-GE4VK_S003_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4VK_S068_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4VK_S069_E1-50","Pvalb","Pvalb Gpr149 Islr","6"
"SM-GE4VK_S070_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4VK_S071_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE4VK_S072_E1-50","Vip","Vip Lmo1 Myl1","5"
"SM-GE4VK_S073_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE4VK_S075_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4Y5_S105_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE4Y5_S101_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4Y5_S106_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4Y5_S102_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4Y5_S100_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE4Y5_S107_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4Y5_S108_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE4Y5_S109_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE4Y5_S110_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4Y5_S111_E1-50","Vip","Vip Chat Htr1f","5"
"SM-GE4Y5_S115_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE4Y5_S122_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4Y5_S117_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE4Y5_S127_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE4Y5_S118_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4Y5_S128_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE4Y5_S123_E1-50","Sst","Sst Tac1 Tacr3","5"
"SM-GE4Y5_S124_E1-50","Sst","Sst Tac1 Tacr3","5"
"SM-GE4Y5_S125_E1-50","Sst","Sst Tac1 Tacr3","5"
"SM-GE4Y5_S126_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4Y5_S134_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4Y5_S129_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4Y5_S135_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4Y5_S130_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4Y5_S144_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4Y5_S136_E1-50","Sst","Sst Tac1 Tacr3","4"
"SM-GE4Y5_S137_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE4Y5_S155_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4Y5_S156_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4Y5_S158_E1-50","Sst","Sst Myh8 Fibin","6"
"SM-GE4Y5_S171_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE4Y5_S172_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
